id;geopoint;country;landslide;fatalities;injuries;trigger;admin;sourcename;date;population;near
1727;-44.843, 170.6453;New Zealand;Rockfall;0;0;Downpour;Otago;;2010-05-27T09:00:00+02:00;13000;Oamaru
1728;24.8286, 93.5935;India;Landslide;2;0;Downpour;Manipur;;2011-05-31T09:00:00+02:00;223523;Imphal
1729;12.1639, 107.4326;Vietnam;Landslide;0;0;Downpour;????k N??ng;;2012-09-27T09:00:00+02:00;0;Gia Ngh??a
1730;27.59, 83.88;Nepal;Landslide;0;0;Downpour;Western Region;;2010-08-23T09:00:00+02:00;17567;Nichlaul
1731;15.9949, 121.6164;Philippines;Landslide;0;0;Tropical_Cyclone;Cagayan Valley;;2010-10-18T09:00:00+02:00;5682;Nagtipunan
1732;26.1498, 94.6055;India;Landslide;0;0;Monsoon;N?g?land;www.nagalandpost.com;2013-08-04T09:00:00+02:00;34021;Mokokch??ng
1733;26.7103, 94.693;India;Landslide;0;0;Downpour;Assam;www.nagalandpost.com;2013-08-11T09:00:00+02:00;8494;Amguri
1734;27.8808, 83.3395;Nepal;Landslide;0;0;Downpour;Western Region;;2010-09-15T09:00:00+02:00;23693;T?nsen
1735;29.5333, 80.4333;Nepal;Landslide;0;0;Rain;Far Western;;2007-09-15T09:00:00+02:00;47571;Pithor?garh
1736;28.0537, 83.961;Nepal;Landslide;0;0;Rain;Western Region;;2011-07-16T09:00:00+02:00;21867;W?ling
1737;25.4788, 94.1399;India;Landslide;0;0;Downpour;N?g?land;;2010-10-09T09:00:00+02:00;92113;Kohima
1738;43.6187, -80.1432;Canada;Mudslide;0;0;Rain;Ontario;www.lfpress.com;2013-01-13T09:00:00+01:00;115760;Guelph
1739;52.604, -8.2479;Ireland;Mudslide;0;0;Downpour;Munster;Irish Examiner;2014-07-24T09:00:00+02:00;1271;Moroe
1740;49.3507, -124.4677;Canada;Landslide;0;1;Downpour;British Columbia;Prince George Citizen;2014-12-10T09:00:00+01:00;21150;Parksville
1741;20.8287, 92.4063;Myanmar (Burma);Landslide;46;0;Downpour;Rakhine;;2010-06-15T09:00:00+02:00;40557;Tekn?f
1742;-7.2732, 109.3203;Indonesia;Landslide;0;0;Downpour;Central Java;;2012-04-08T09:00:00+02:00;42394;Baturaden
1743;37.4072, -82.4322;United States;Landslide;0;0;Downpour;Kentucky;Source: Matthew Crawford (KGS);2009-05-11T09:00:00+02:00;6903;Pikeville
1744;15.6365, 74.1158;India;Landslide;0;0;Downpour;;articles.timesofindia.indiatimes.com;2013-10-06T09:00:00+02:00;8330;Valpoy
1745;6.98, -75.15;Colombia;Landslide;3;0;Downpour;Antioquia;;2012-04-12T09:00:00+02:00;9733;Amalfi
1746;-0.4333, 37.2;Kenya;Landslide;1;0;Downpour;Kirinyaga;;2009-11-03T09:00:00+01:00;15287;Keruguya
1747;35.0111, 72.7056;Pakistan;Landslide;17;0;Rain;Khyber Pakhtunkhwa;;2010-07-29T09:00:00+02:00;0;Alp??rai
1748;13.8379, -88.8571;El Salvador;Landslide;1;2;Unknown;Caba??as;Pagina;2014-04-21T09:00:00+02:00;39361;San Mart??n
1749;10.4548, -84.8751;Costa Rica;Landslide;0;0;Tropical_Cyclone;Guanacaste;;2010-11-04T08:00:00+01:00;7301;Tilar??n
1750;14.0007, -89.4691;El Salvador;Landslide;3;2;Rain;Santa Ana;Mexicano;2014-10-12T09:00:00+02:00;5773;Coatepeque
1751;33.1261, 75.4481;India;Landslide;0;0;Unknown;Kashmir;India TV;2014-11-06T09:00:00+01:00;17748;Doda
1752;0.6194, -77.7404;Ecuador;Rock_Fall;0;0;Earthquake;Carchi;Earthquake Report;2014-10-20T09:00:00+02:00;15112;San Gabriel
1753;7.1907, 80.0317;Sri Lanka;Landslide;0;0;Downpour;Western;;2008-05-01T09:00:00+02:00;7772;Minuwangoda
1754;22.1183, 105.7412;Vietnam;Landslide;0;0;Downpour;B???c K???n;;2010-07-29T09:00:00+02:00;17701;B???c K???n
1755;29.8, 95.7;China;Landslide;0;0;Downpour;Tibet Autonomous Region;;2008-09-16T09:00:00+02:00;0;Zhamog
1756;18.5038, 120.9096;Philippines;Landslide;1;0;Rain;Ilocos;gmanews.tv;2007-11-26T09:00:00+01:00;0;Adams
1757;47.6081, -120.7179;United States;Mudslide;0;0;Rain;Washington;;2011-03-30T09:00:00+02:00;1965;Leavenworth
1758;24.9045, 116.8552;China;Landslide;7;0;Tropical_Cyclone;Fujian;;2011-06-12T09:00:00+02:00;0;Kanshi
1759;14.951, -87.9338;Honduras;Landslide;6;2;Downpour;Cort??s;www.reuters.com;2013-08-29T09:00:00+02:00;1146;Los Caminos
1760;6.2379, -75.5283;Colombia;Landslide;4;0;Downpour;Antioquia;;2011-04-10T09:00:00+02:00;1999979;Medell??n
1761;6.3879, 124.7962;Philippines;Landslide;0;0;Downpour;Soccsksargen;;2011-01-18T09:00:00+01:00;6408;Lambo
1762;51.3336, -116.9875;Canada;Mudslide;0;0;Unknown;British Columbia;;2008-05-17T09:00:00+02:00;4038;Golden
1763;19.4, -100.3667;Mexico;Mudslide;2;0;Downpour;Michoac??n;;2010-02-05T09:00:00+01:00;78950;Heroica Zit??cuaro
1764;-22.9111, -43.0728;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;456456;Niter??i
1765;16.4041, 120.5956;Philippines;Debris_Flow;3;0;Tropical_Cyclone;Cordillera Administrative Region;;2011-08-27T09:00:00+02:00;272714;Baguio
1766;40.432, -80.0062;United States;Complex;0;0;Continuous_rain;Pennsylvania;;2011-04-13T09:00:00+02:00;305704;Pittsburgh
1767;19.069, 72.8703;India;Landslide;0;0;Downpour;Maharashtra;;2010-06-25T09:00:00+02:00;12691836;Mumbai
1768;45.5842, 4.7549;France;Mudslide;0;0;Downpour;Rh??ne-Alpes;;2010-06-14T09:00:00+02:00;18198;Givors
1769;21.3849, -157.946;United States;Rockfall;0;0;Downpour;Hawaii;;2010-12-19T09:00:00+01:00;9338;?Aiea
1770;7.8891, 98.3075;Thailand;Other;0;0;Downpour;Phuket;Phuket Gazette;2014-08-15T09:00:00+02:00;14797;Patong
1771;9.8011, 124.2467;Philippines;Landslide;2;0;Downpour;Central Visayas;;2011-07-28T09:00:00+02:00;2116;Valle Hermoso
1772;18.5044, -72.2947;Haiti;Landslide;6;0;Downpour;Ouest;;2012-03-30T09:00:00+02:00;283052;P??tionville
1773;14.0814, -87.1953;Honduras;Landslide;0;0;Downpour;Francisco Moraz??n;;2010-07-18T09:00:00+02:00;850848;Tegucigalpa
1774;29.5524, 106.5458;China;Landslide;0;0;Rain;Chongqing Shi;;2008-01-03T09:00:00+01:00;3967028;Chongqing
1775;8.9196, 124.7837;Philippines;Landslide;0;0;Tropical_Cyclone;Northern Mindanao;;2009-11-24T09:00:00+01:00;5754;Binuangan
1776;43.0091, -75.0289;United States;Mudslide;0;0;Rain;New York;www.wktv.com;2013-07-06T09:00:00+02:00;8053;Ilion
1777;27.8189, 99.7022;China;Debris_Flow;0;0;Downpour;Yunnan;;2011-07-02T09:00:00+02:00;130000;Shangri-La
1778;30.7314, 78.4347;India;Debris_Flow;0;0;Downpour;Uttarakhand;post.jagran.com;2013-07-18T09:00:00+02:00;17123;Uttark?shi
1779;28.027, 112.9838;China;Landslide;5;0;Continuous_rain;Hunan;The Gulf Today;2014-07-17T09:00:00+02:00;0;Muyun
1780;23.7365, 92.7146;India;Landslide;0;0;Downpour;Mizoram;;2010-08-06T09:00:00+02:00;265331;Aizawl
1781;27.2298, 94.0989;India;Landslide;17;0;Downpour;Assam;;2008-06-15T09:00:00+02:00;59841;North Lakhimpur
1782;29.5833, 80.2167;India;Landslide;0;0;Rain;Uttarakhand;The hindu.com;2007-09-06T09:00:00+02:00;47571;Pithor?garh
1783;49.1758, -122.1494;Canada;Rockfall;0;0;Unknown;British Columbia;www.abbotsfordtimes.com;2013-10-02T09:00:00+02:00;77000;Chilliwack
1784;48.6041, -122.4294;United States;Mudslide;0;0;Downpour;Washington;;2009-11-27T09:00:00+01:00;6441;Sudden Valley
1785;28.376, 83.4946;Nepal;Landslide;0;0;Downpour;Western Region;www.thehimalayantimes.com;2013-06-10T09:00:00+02:00;23296;B?glung
1786;43.7638, -91.9607;United States;Mudslide;0;0;Rain;Minnesota;KAALtv;2014-06-27T09:00:00+02:00;1325;Preston
1787;11.0333, 122.2;Philippines;Landslide;1;0;Rain;Western Visayas;;2007-09-11T09:00:00+02:00;2828;Bugasong
1788;-8.8961, 13.351;Angola;Landslide;0;0;Downpour;Luanda;;2011-04-05T09:00:00+02:00;2776168;Luanda
1789;53.0532, -8.6064;Ireland;Landslide;0;0;Construction;Connaught;Connacht Tribune;2003-10-16T09:00:00+02:00;2644;Gort
1790;31.07, 103.49;China;Landslide;0;0;Downpour;Sichuan;;2008-07-01T09:00:00+02:00;0;Guankou
1791;-23.0099, -43.288;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;6023699;Rio de Janeiro
1792;30.7652, 78.5925;India;Landslide;0;0;Downpour;Uttarakhand;;2011-07-09T09:00:00+02:00;17123;Uttark?shi
1793;1.2603, 34.3175;Uganda;Landslide;40;0;Downpour;Eastern Region;Hindustan Times;2011-08-29T09:00:00+02:00;0;Bukedea
1794;17.225, -98.5;Mexico;Landslide;0;0;Downpour;Guerrero;america.aljazeera.com;2013-09-16T09:00:00+02:00;1252;San Pablo Atzompa
1795;36.9604, -119.4511;United States;Landslide;0;0;Downpour;California;;2010-04-20T09:00:00+02:00;2369;Auberry
1796;-36.8415, 147.2468;Australia;Landslide;0;0;Downpour;Victoria;;2010-09-04T09:00:00+02:00;1100;Mount Beauty
1797;21.2331, 103.9847;Vietnam;Rockfall;0;0;Rain;S??n La;english.vietnamnet.vn;2013-07-28T09:00:00+02:00;19054;S??n La
1798;30.1035, 78.4265;India;Landslide;0;0;Downpour;Uttarakhand;;2010-09-19T09:00:00+02:00;66390;Rish??kesh
1799;-2.7414, 134.5427;Indonesia;Landslide;145;0;Downpour;Papua;;2010-10-04T09:00:00+02:00;0;Wasior
1800;9.764, -84.397;Costa Rica;Landslide;0;0;Downpour;San Jos??;;2008-10-12T09:00:00+02:00;8292;Santiago
1801;36.6918, -105.544;United States;Mudslide;0;0;Rain;New Mexico;www.santafenewmexican.com;2013-07-20T09:00:00+02:00;1770;Questa
1802;8.9626, 124.8514;Philippines;Landslide;0;0;Tropical_Cyclone;Northern Mindanao;;2009-11-24T09:00:00+01:00;0;Balingoan
1803;12.1012, 121.3734;Philippines;Landslide;10;3;Mining_digging;Western Visayas;ioqnz.co.nz;2013-02-14T09:00:00+01:00;5470;Semirara
1804;3.1073, 101.6641;Malaysia;Landslide;0;0;Downpour;Kuala Lumpur;Star Online;2014-11-24T09:00:00+01:00;1453975;Kuala Lumpur
1805;-6.1984, 106.8099;Indonesia;Landslide;0;0;Downpour;Jakarta Raya;www.beritajakarta.com;2013-12-31T09:00:00+01:00;8540121;Jakarta
1806;33.899, -117.764;United States;Lahar;0;0;Rain;California;;2008-12-15T09:00:00+01:00;64234;Yorba Linda
1807;46.9445, -123.6483;United States;Landslide;0;0;Downpour;Washington;Q13;2015-01-05T09:00:00+01:00;2685;Central Park
1808;5.8215, -0.2072;Ghana;Landslide;0;0;Downpour;Eastern;;2010-06-20T09:00:00+02:00;18399;Aburi
1809;-22.923, -43.0907;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;456456;Niter??i
1810;38.523, -122.5538;United States;Mudslide;0;0;Unknown;California;;2012-03-16T08:00:00+01:00;5155;Calistoga
1811;16.5364, 120.8512;Philippines;Landslide;12;0;Tropical_Cyclone;Cordillera Administrative Region;;2009-10-03T09:00:00+02:00;0;Bokod
1812;37.3233, -107.8546;United States;Mudslide;0;0;Downpour;Colorado;durangoherald.com;2013-09-19T09:00:00+02:00;16887;Durango
1813;1.3743, 34.4057;Uganda;Landslide;0;0;Downpour;Eastern Region;allafrica.com;2013-08-10T09:00:00+02:00;11300;Kapchorwa
1814;28.2134, 83.9557;Nepal;Riverbank_Collapse;3;0;Downpour;Western Region;eKantipur;2014-08-25T09:00:00+02:00;200000;Pokhara
1815;13.2548, -61.1805;Saint Vincent and the Grenadines;Landslide;0;0;Tropical_Cyclone;Charlotte;;2010-10-30T09:00:00+02:00;1680;Georgetown
1816;47.9264, -122.1908;United States;Landslide;0;0;Downpour;Washington;;2011-03-14T08:00:00+01:00;2418;Fobes Hill
1817;5.8305, 95.3103;Indonesia;Landslide;0;0;Downpour;Aceh;Jakarta Post;2014-12-27T09:00:00+01:00;24519;Sabang
1818;41.7878, -95.6841;United States;Landslide;0;0;Unknown;Iowa;Missouri Valley Times News;2014-09-24T09:00:00+02:00;1459;Woodbine
1819;4.8833, 114.95;Brunei;Landslide;0;0;Downpour;Brunei and Muara;;2008-11-05T09:00:00+01:00;64409;Bandar Seri Begawan
1820;34.5117, -84.444;United States;Mudslide;0;0;Rain;Georgia;www.cbsatlanta.com;2013-07-31T09:00:00+02:00;3684;Jasper
1821;38.6914, -85.2366;United States;Landslide;0;0;Rain;Kentucky;Madison Courier;2014-04-06T09:00:00+02:00;3938;Carrollton
1822;40.2324, -80.6646;United States;Landslide;0;0;Downpour;Ohio;;2011-03-13T09:00:00+01:00;1482;Brilliant
1823;37.6142, -81.8692;United States;Mudslide;0;1;Rain;West Virginia;WCHS;2015-03-04T09:00:00+01:00;1090;Gilbert Creek
1824;14.8667, -90.9167;Guatemala;Landslide;0;0;Tropical_Cyclone;Chimaltenango;;2008-10-18T09:00:00+02:00;5987;San Jos?? Poaquil
1825;16.8431, 121.1138;Philippines;Landslide;0;0;Tropical_Cyclone;Cordillera;GMA News;2014-11-14T09:00:00+01:00;6819;Lagawe
1826;-0.2613, 100.7616;Indonesia;Mudslide;0;0;Rain;West Sumatra;;2010-03-22T08:00:00+01:00;0;Tanjunggadang
1827;19.745, -72.2152;Haiti;Landslide;1;0;Downpour;Nord;reliefweb;2014-11-01T08:00:00+01:00;134815;Okap
1828;8.8427, 98.3834;Thailand;Complex;1;0;Rain;Phangnga;Thai News Agency;2007-08-20T09:00:00+02:00;0;Takua Pa
1829;6.7425, -76.1551;Colombia;Landslide;0;0;Rain;Antioquia;;2011-04-23T09:00:00+02:00;8603;Frontino
1830;43.3491, 11.3032;Italy;Landslide;0;0;Downpour;Tuscany;www.upi.com;2013-10-22T09:00:00+02:00;42867;Siena
1831;45.3926, -122.5272;United States;Landslide;0;0;Downpour;Oregon;;2011-03-10T09:00:00+01:00;6767;Clackamas
1832;45.3853, -92.6751;United States;Mudslide;0;0;Downpour;Wisconsin;;2010-03-11T09:00:00+01:00;2133;Saint Croix Falls
1833;47.9595, -122.2426;United States;Mudslide;0;0;Rain;Washington;;2012-12-04T09:00:00+01:00;103019;Everett
1834;-39.0412, 177.4136;New Zealand;Landslide;0;0;Downpour;Hawke's Bay;;2011-04-26T09:00:00+02:00;4260;Wairoa
1835;26.1407, 91.7645;India;Landslide;3;0;Continuous_rain;Assam;Two Circles;2014-06-26T09:00:00+02:00;2000;Dispur
1836;5.9437, 116.0946;Malaysia;Landslide;0;0;Downpour;Sabah;;2010-06-09T09:00:00+02:00;71585;Donggongon
1837;16.7432, 120.8269;Philippines;Landslide;1;0;Tropical_Cyclone;Cordillera Administrative Region;;2009-09-26T09:00:00+02:00;6192;Buguias
1838;8.6251, 125.9211;Philippines;Landslide;1;0;Tropical_Cyclone;Caraga;Rappler;2014-01-13T09:00:00+01:00;28643;Bah-Bah
1839;45.9835, 9.4;Italy;Landslide;0;0;Downpour;Lombardy;lovesschool.com;2013-12-26T09:00:00+01:00;1238;Cortenova
1840;7.1514, 124.2396;Philippines;Complex;2;0;Tropical_Cyclone;Autonomous Region in Muslim Mindanao;;2008-06-21T09:00:00+02:00;8417;Awang
1841;39.1098, -84.5571;United States;Mudslide;0;0;Downpour;Kentucky;;2011-04-27T09:00:00+02:00;4407;Ludlow
1842;14.2138, 121.0105;Philippines;Landslide;2;0;Downpour;Calabarzon;;2009-09-13T09:00:00+02:00;4046;Puting Kahoy
1843;40.4191, -79.9647;United States;Complex;0;0;Downpour;Pennsylvania;;2010-09-28T09:00:00+02:00;3403;Mount Oliver
1844;34.0887, 74.0227;India;Landslide;3;0;Downpour;Kashmir;;2010-10-21T09:00:00+02:00;6755;Uri
1845;29.3987, 79.4841;India;Landslide;0;0;Downpour;Uttarakhand;;2010-09-20T09:00:00+02:00;5685;Bhow?li
1846;26.2083, 94.5438;India;Landslide;0;0;Monsoon;N?g?land;www.nagalandpost.com;2013-08-04T09:00:00+02:00;34021;Mokokch??ng
1847;9.3084, -83.8312;Costa Rica;Landslide;0;0;Tropical_Cyclone;San Jos??;;2010-11-04T08:00:00+01:00;34877;San Isidro
1848;39.0315, -81.5639;United States;Mudslide;0;0;Downpour;West Virginia;;2011-04-16T09:00:00+02:00;823;Elizabeth
1849;15.1029, 108.5747;Vietnam;Landslide;1;0;Downpour;Qu???ng Ng??i;;2010-11-16T09:00:00+01:00;0;S??n H??
1850;0.5, 34.85;Kenya;Mudslide;18;0;Rain;Bungoma;United Nations Development Programme - Relief Web;2007-08-11T09:00:00+02:00;22507;Webuye
1851;-2.9591, -79.6754;Ecuador;Landslide;10;17;Rain;Guayas;www.nzweek.com;2013-01-24T09:00:00+01:00;12205;Bal??o
1852;1.1971, 35.2843;Kenya;Mudslide;0;0;Downpour;West Pokot;allafrica.com;2013-08-22T09:00:00+02:00;1073;Chepareria
1853;-3.6404, 37.66;Tanzania;Landslide;2;0;Downpour;Kilimanjaro;;2011-11-22T09:00:00+01:00;7514;Kwakoa
1854;27.404, 87.065;Nepal;Landslide;0;0;Downpour;Eastern Region;;2012-08-21T09:00:00+02:00;22903;Kh?ndb?ri
1855;31.4135, 77.895;India;Landslide;0;0;Downpour;Himachal Pradesh;;2010-09-15T09:00:00+02:00;1495;Sar?han
1856;39.6844, 140.7284;Japan;Mudslide;6;0;Rain;Akita;Earth Changes Media;2014-05-06T09:00:00+02:00;14138;Kakunodatemachi
1857;43.6768, -123.8673;United States;Complex;0;0;Rain;Oregon;kpic.com;2007-12-04T09:00:00+01:00;4154;Reedsport
1858;49.5638, -121.4083;Canada;Landslide;0;0;Unknown;British Columbia;CBC;2011-01-07T09:00:00+01:00;4598;Hope
1859;16.957, 121.3328;Philippines;Mudslide;4;0;Downpour;Cordillera Administrative Region;;2011-07-27T09:00:00+02:00;0;Natonin
1860;-6.7022, 106.981;Indonesia;Landslide;0;0;Downpour;West Java;Jakarta Post;2014-12-26T09:00:00+01:00;91845;Caringin
1861;32.6598, 76.853;India;Landslide;0;0;Downpour;Himachal Pradesh;;2010-07-07T09:00:00+02:00;14182;Kyelang
1862;30.5151, 78.3684;India;Landslide;0;0;Downpour;Uttarakhand;;2010-08-09T09:00:00+02:00;27611;Tehri
1863;27.499, 87.106;Nepal;Landslide;1;0;Rain;Eastern Region;;2008-08-29T09:00:00+02:00;22903;Kh?ndb?ri
1864;0.911, 123.0805;Indonesia;Landslide;0;0;Downpour;North Sulawesi;;2015-01-18T09:00:00+01:00;0;Boroko
1865;9.9903, 76.7898;India;Landslide;1;0;Downpour;Kerala;;2011-10-17T09:00:00+02:00;25436;Kuttampuzha
1866;44.1228, -122.3953;United States;Landslide;0;0;Rain;Oregon;;2012-01-19T09:00:00+01:00;1045;Lowell
1867;36.0696, -121.602;United States;Mudslide;0;0;Downpour;California;;2010-03-06T09:00:00+01:00;16330;Greenfield
1868;29.5311, 81.9616;Nepal;Unknown;0;0;Unknown;Mid Western;Himalayan Times;2011-08-25T09:00:00+02:00;9073;Jumla
1869;27.3172, 86.5;Nepal;Landslide;0;0;Downpour;Central Region;;2012-08-28T09:00:00+02:00;0;R?mechh?p
1870;40.3687, 127.586;North Korea;Landslide;0;0;Tropical_Cyclone;Hamgy?ng-namdo;;2010-09-02T09:00:00+02:00;21882;Y?nggwang-??p
1871;36.1575, 72.0903;Pakistan;Landslide;0;0;Downpour;Khyber Pakhtunkhwa;Express Tribune;2015-03-03T09:00:00+01:00;0;Chitral
1872;0.0667, 100.9833;Indonesia;Complex;28;0;Rain;West Sumatra;indahnesia.com;2007-01-08T09:00:00+01:00;0;Tanjungpati
1873;24.9829, 93.5063;India;Mudslide;0;0;Continuous_rain;Assam;e-pao.net;2013-09-01T09:00:00+02:00;7176;Mahur
1874;32.7334, 77.5914;India;Landslide;11;0;Rain;Himachal Pradesh;;2007-08-12T09:00:00+02:00;14182;Kyelang
1875;-17.3137, 179.4104;Fiji;Debris_Flow;0;0;Downpour;Eastern;;2010-11-16T09:00:00+01:00;8360;Levuka
1876;10.0692, 125.6036;Philippines;Landslide;0;0;Tropical_Cyclone;Caraga;ABS CBN News.com;2014-01-13T09:00:00+01:00;2600;Dinagat
1877;10.5543, -84.8946;Costa Rica;Landslide;0;0;Mining_digging;Guanacaste;www.ticotimes.net;2013-10-03T09:00:00+02:00;7301;Tilar??n
1878;47.8039, -121.5509;United States;Mudslide;0;0;unknown;Washington;KOMONews.com;2014-01-09T09:00:00+01:00;2075;Gold Bar
1879;10.7539, -61.4407;Trinidad and Tobago;Landslide;0;0;Downpour;Diego Martin;;2011-10-31T08:00:00+01:00;8140;Petit Valley
1880;-8.1413, 111.2883;Indonesia;Landslide;0;0;Downpour;East Java;;2011-02-16T09:00:00+01:00;0;Bangil
1881;27.163, 94.0;India;Landslide;0;0;Rain;Assam;;2008-08-14T09:00:00+02:00;59841;North Lakhimpur
1882;28.0458, 83.6695;Nepal;Landslide;0;0;Downpour;Western Region;;2012-07-05T09:00:00+02:00;21867;W?ling
1883;16.4956, 120.832;Philippines;Landslide;12;0;Tropical_Cyclone;Cordillera Administrative Region;;2008-05-18T09:00:00+02:00;0;Bokod
1884;16.9189, 121.0589;Philippines;Mudslide;1;0;Tropical_Cyclone;Cordillera Administrative Region;;2010-10-18T09:00:00+02:00;2497;Banaue
1885;7.3667, 125.85;Philippines;Landslide;0;0;Tropical_Cyclone;Davao;Inquirer.net;2014-01-12T09:00:00+01:00;12520;Maco
1886;10.597, 123.478;Philippines;Landslide;1;0;Downpour;Western Visayas;;2011-12-27T09:00:00+01:00;9489;Calatrava
1887;54.9632, -1.6138;United Kingdom;Mudslide;0;0;Downpour;England;;2011-01-14T09:00:00+01:00;77649;Gateshead
1888;14.97, -89.29;Guatemala;Mudslide;21;0;Tropical_Cyclone;Zacapa;;2008-07-21T09:00:00+02:00;3682;La Uni??n
1889;27.04, 88.264;India;Landslide;0;0;Rain;Bengal;;2009-07-03T09:00:00+02:00;123797;D?rjiling
1890;8.8856, -75.7967;Colombia;Landslide;0;0;Rain;C??rdoba;;2008-08-18T09:00:00+02:00;55513;Ceret??
1891;14.4702, 78.8205;India;Landslide;0;0;Rain;Andhra Pradesh;;2007-06-25T09:00:00+02:00;127010;Cuddapah
1892;9.3381, -79.8897;Panama;Landslide;0;0;Downpour;Col??n;;2013-05-28T09:00:00+02:00;3302;Margarita
1893;9.7534, 122.4786;Philippines;Landslide;0;0;Downpour;Western Visayas;www.sunstar.com.ph;2013-10-07T09:00:00+02:00;3433;Cabadiangan
1894;10.717, 123.511;Philippines;Landslide;0;0;Downpour;Western Visayas;;2011-12-27T09:00:00+01:00;13006;Toboso
1895;10.3156, 123.8955;Philippines;Landslide;0;0;Downpour;Central Visayas;;2010-10-15T09:00:00+02:00;798634;Cebu City
1896;28.2636, 83.9724;Nepal;Landslide;2;0;Rain;Western Region;;2011-07-19T09:00:00+02:00;200000;Pokhara
1897;25.5728, 91.885;India;Landslide;1;0;Downpour;Megh?laya;;2010-06-28T09:00:00+02:00;132842;Shillong
1898;-7.2484, 107.9097;Indonesia;Landslide;0;0;Downpour;West Java;;2010-02-21T09:00:00+01:00;0;Cimaragas
1899;5.8044, -73.9743;Colombia;Mudslide;11;0;Downpour;Santander;;2011-04-15T09:00:00+02:00;1227;Flori??n
1900;7.8998, 123.7741;Philippines;Landslide;0;0;Downpour;Northern Mindanao;;2011-08-16T09:00:00+02:00;9664;Kapatagan
1901;-43.6069, 172.7072;New Zealand;Landslide;0;0;Downpour;Canterbury;3 News;2014-03-05T09:00:00+01:00;363926;Christchurch
1902;33.1697, -116.565;United States;Mudslide;0;0;Downpour;California;www.nbcsandiego.com;2013-09-06T09:00:00+02:00;1502;Julian
1903;-33.3667, -70.5833;Chile;Mudslide;2;0;Downpour;Santiago Metropolitan;;2009-09-06T09:00:00+02:00;15000;Villa Presidente Frei, ?u??oa, Santiago, Chile
1904;6.1188, 124.8792;Philippines;Landslide;0;0;Downpour;Davao;;2011-05-19T09:00:00+02:00;0;T?boli
1905;-0.3998, 100.2812;Indonesia;Landslide;6;0;Downpour;West Sumatra;;2008-11-07T09:00:00+01:00;0;Kotatua
1906;12.6771, 75.2565;India;Landslide;0;0;Rain;Karnataka;;2011-06-27T09:00:00+02:00;53331;Putt??r
1907;30.6463, 79.5306;India;Landslide;0;0;Downpour;Uttarakhand;;2010-08-09T09:00:00+02:00;13865;Josh??math
1908;3.1869, 101.773;Malaysia;Landslide;5;0;Downpour;Kuala Lumpur;;2008-12-06T09:00:00+01:00;1453975;Kuala Lumpur
1909;-22.808, -43.1835;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;6023699;Rio de Janeiro
1910;34.8685, 72.3183;Pakistan;Complex;10;0;Downpour;Khyber Pakhtunkhwa;;2008-05-24T09:00:00+02:00;279914;Mingora
1911;-8.1587, 115.1771;Indonesia;Landslide;0;0;Downpour;Bali;The Jakarta Post;2014-01-23T09:00:00+01:00;0;Banjar Padangbulia
1912;-41.3448, 174.6851;New Zealand;Landslide;0;0;Earthquake;Wellington;livenews.co.nz;2013-07-21T09:00:00+02:00;3855;Brooklyn
1913;47.989, -122.363;United States;Mudslide;0;0;Downpour;Washington;;2011-04-19T09:00:00+02:00;1035;Langley
1914;47.9899, -122.3635;United States;Mudslide;0;0;Rain;Washington;K5;2014-12-28T09:00:00+01:00;1035;Langley
1915;27.8667, 83.4833;Nepal;Landslide;0;0;Rain;Western Region;Kantipuronline.com;2007-09-29T09:00:00+02:00;23693;T?nsen
1916;49.1624, -123.8611;Canada;Landslide;0;0;Rain;British Columbia;;2011-02-13T09:00:00+01:00;84905;Nanaimo
1917;29.7036, 78.5658;India;Landslide;3;0;Downpour;Uttarakhand;;2009-09-01T09:00:00+02:00;27009;Kotdw?ra
1918;7.0519, 100.5049;Thailand;Mudslide;0;0;Downpour;Songkhla;;2010-11-13T09:00:00+01:00;191696;Hat Yai
1919;-22.9509, -43.2357;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;6023699;Rio de Janeiro
